hex_id,dominant_code,from_id,to_id,from_class,to_class,dominant_area,total_offdiag_area,dominant_share_offdiag,dominant_tie_count,pathway_type,beta_obs,beta_nat_clim,beta_res_clim,share_nat_clim,dominance_clim,beta_nat_co2,beta_res_co2,share_nat_co2,dominance_co2,veg_2000,veg_2022,endpoint_change,slope_P90,slope_VPD90,slope_SM90,slope_ET90,slope_SWnet90
159705,402,4,2,grassland,forest,540000,990000,0.5454545454545454,1,Other,0.002817834318181816,0.00232921657953284,0.0004886177386489756,0.8265981305230706,NATURAL,0.02947507493303342,-0.02665724061485161,0.5250999294317191,NATURAL,0.7967033,0.88461536,0.08791205999999996,3.09910534274194,0.0007750856808512207,0.0002767578248054486,0.6620463709677438,0.1083766284119091
159816,108,1,8,cropland,urban,630000,1260000,0.5,1,Urban_expansion,0.0004978242292490115,-2.569906819252191e-05,0.0005235232974415334,0.04679173646334187,RESIDUAL,0.0001202683442216294,0.0003775558850273822,0.2415879685146284,RESIDUAL,0.9898734,1.0,0.010126599999999986,-3.613707386363637,0.007489267985026049,-0.001297213814475323,-1.359848484848477,0.3762386701839863
159895,109,1,9,cropland,bare areas,1080000,1350000,0.8,1,Other,0.003425559337944664,,,,RESIDUAL,,,,RESIDUAL,0.87333333,0.9866667,0.11333336999999999,,,,,
161404,308,3,8,shrubland,urban,90000,180000,0.5,2,Urban_expansion,0.002155454318181818,8.65520253390412e-05,0.002068902292842777,0.0401548873520317,RESIDUAL,0.002622146455208154,-0.0004666921370263364,0.8489101573000202,NATURAL,0.9505494,1.0,0.04945060000000001,5.158451704545446,0.000975055116595643,0.0004005692221901641,0.3560046487603369,0.0829518138111933
161782,102,1,2,cropland,forest,180000,450000,0.4,2,Other,0.000424927045454547,-4.432654364922961e-05,0.0004692535891037766,0.08630891427131464,RESIDUAL,0.002746850476895109,-0.002321923431440562,0.5419161569581697,NATURAL,0.97964376,0.99491096,0.015267200000000036,1.732488618480218,0.0001516239248591303,0.0004709977135479098,-0.05567510277491904,-0.0695236221736926
161783,901,9,1,bare areas,cropland,630000,630000,1.0,1,Ag_expansion,0.004929971304347825,-0.000166017539449542,0.005095988843797367,0.03155023528251618,RESIDUAL,0.007060865284078211,-0.002130893979730388,0.7681734346415581,NATURAL,0.82608694,0.9673913,0.1413043599999999,1.341244741586536,0.0003464987914486703,0.000530983851506163,-0.1175266140109841,-0.01605607433431653
162160,203,2,3,forest,shrubland,270000,450000,0.6,1,Other,0.002295607332015812,-1.976826976918958e-05,0.002315375601785002,0.008465546817050074,RESIDUAL,0.00646947748214818,-0.004173870150132369,0.6078423542727004,NATURAL,0.93384224,0.9898219,0.05597965999999999,2.116684027777776,9.72775050572012e-05,0.0003888645172119093,0.06554086538461398,0.01166449652777778
162161,901,9,1,bare areas,cropland,180000,180000,1.0,1,Ag_expansion,0.009791591264822134,-1.790535801439864e-06,0.009793381800623571,0.0001827977844536183,RESIDUAL,0.0005151438103104988,0.009276447454511635,0.05261083682702686,RESIDUAL,0.72727275,1.0,0.27272725,2.005357998084289,0.0001088175280340745,0.0003910196238550656,-0.01652747844828468,0.04150764786877895
162347,108,1,8,cropland,urban,1440000,1890000,0.7619047619047619,1,Urban_expansion,0.001258317361660079,-8.792966499931602e-05,0.001346247026659395,0.06131020362464552,RESIDUAL,0.002483448601531567,-0.001225131239871489,0.6696494905694174,NATURAL,0.9594937,0.9949367,0.035443,1.078781378073757,-2.38262239049547e-05,0.0001728426129005885,-0.285453309995445,0.006301229508194695
162534,109,1,9,cropland,bare areas,450000,540000,0.8333333333333334,1,Other,0.001627527845849802,,,,RESIDUAL,,,,RESIDUAL,0.9362745,0.9754902,0.039215699999999964,,,,,
162913,108,1,8,cropland,urban,1080000,1530000,0.7058823529411765,1,Urban_expansion,0.001321352193675889,-0.0002758811688096914,0.00159723336248558,0.1472847304317892,RESIDUAL,0.01461352054584211,-0.01329216835216622,0.5236753193677687,NATURAL,0.88372093,0.94186044,0.05813951000000006,1.49362708782327,0.0003754462318858916,-0.0001299299042800683,-0.5302608095366388,0.1612776131465542
163081,310,3,10,shrubland,water and ice,1440000,5490000,0.2622950819672131,1,Other,0.001488282460474308,4.912516929179501e-06,0.001483369943545129,0.003300796091901738,RESIDUAL,9.663628659574667e-05,0.001391646173878562,0.0649314153476949,RESIDUAL,1.0,1.0,0.0,-0.5867696585212987,-0.0009233124402104569,0.0005627216253065517,-0.1115054764314629,-0.2982529566102698
163103,108,1,8,cropland,urban,270000,810000,0.3333333333333333,3,Urban_expansion,0.005946500069169958,-0.0006482738512936737,0.006594773920463634,0.08950290978633012,RESIDUAL,0.0145667840800912,-0.008620284010921232,0.6282288050785277,NATURAL,0.8035714,0.97321427,0.16964287,-0.2230668501420454,0.0001679306680505926,0.0002975647266094544,-0.3548714773995495,-0.2138786315917969
163118,203,2,3,forest,shrubland,2790000,7110000,0.3924050632911392,1,Other,0.0002508371739130423,1.39625069085654e-06,0.0002494409232221858,0.005566362708824722,RESIDUAL,2.379224382227503e-05,0.0002270449300907673,0.09485134699581285,RESIDUAL,0.99230766,1.0,0.007692339999999964,-0.755643530997304,0.004088920847943971,-0.0009174196975036223,-2.000732114779873,-0.6980261042024009
163120,203,2,3,forest,shrubland,1170000,3420000,0.3421052631578947,1,Other,0.0002982420355731218,4.196606376582705e-05,0.0002562759718072948,0.1407114315229986,RESIDUAL,0.000366477254911713,-6.823521933859125e-05,0.8430336754051786,NATURAL,0.9875312,1.0,0.012468799999999947,-1.075898437500001,0.001068039882330248,-0.0005962341550796724,-1.66320064484127,-1.111974826388888
163289,102,1,2,cropland,forest,2070000,5580000,0.3709677419354839,1,Other,0.0004751158102766799,-9.168575779372028e-07,0.0004760326678546171,0.001922336702412457,RESIDUAL,3.43504211426474e-05,0.0004407653891340324,0.07229904877853616,RESIDUAL,0.9820972,1.0,0.017902799999999996,0.5080816645133521,-2.32475885835876e-06,0.0003804347311803513,-0.3006947328349838,-0.2020965272010013
163290,108,1,8,cropland,urban,270000,630000,0.4285714285714285,2,Urban_expansion,0.002977096650197628,-2.217244973433567e-05,0.002999269099931964,0.007338367918050403,RESIDUAL,0.0007711796568126081,0.00220591699338502,0.2590374943861547,RESIDUAL,0.9230769,1.0,0.07692310000000002,0.08777142018779058,0.0003571577475104531,0.0002858193267678999,-0.5082611050920911,-0.1514583104093248
163405,610,6,10,sparse vegetation,water and ice,630000,1260000,0.5,2,Other,0.008083247282608693,-0.005666402756901251,0.01374965003950994,0.2918411283857145,RESIDUAL,0.01354570392279854,-0.005462456640189842,0.7126257103053922,NATURAL,0.7975309,0.96790123,0.1703703299999999,-1.403117249503967,0.004962383970922349,-0.001431458336966375,-2.394813058035716,-0.5992020089285727
163568,610,6,10,sparse vegetation,water and ice,1260000,4320000,0.2916666666666667,1,Other,0.006451987312252965,-0.007201307736617474,0.01365329504887044,0.3453102325031405,RESIDUAL,0.0191840839950596,-0.01273209668280664,0.6010770583324745,NATURAL,0.747549,0.9583333,0.21078430000000004,-2.231630100642237,0.002647765597006441,-0.00142774497167101,-2.48010162124055,-0.4764376762217992
163569,310,3,10,shrubland,water and ice,3150000,5670000,0.5555555555555556,1,Other,0.004948235138339921,-0.006981974145643576,0.0119302092839835,0.369178639347686,RESIDUAL,0.01869490829189878,-0.01374667315355885,0.5762637781185104,NATURAL,0.8045685,0.93401015,0.12944164999999996,-1.50143791217027,0.00454569205963351,-0.001299006805673246,-2.183667838456508,-0.5020858313349331
163676,203,2,3,forest,shrubland,4950000,10440000,0.4741379310344827,1,Other,0.0003515384090909092,-4.240837025451911e-07,0.0003519624927934544,0.001203461569853543,RESIDUAL,1.79605452813665e-05,0.0003335778638095427,0.05109127428724818,RESIDUAL,0.9821883,1.0,0.017811699999999986,0.5478071732954561,0.001606632964779632,-0.0007202264034386896,-0.6399011145104903,0.0356318486201295
163678,207,2,7,forest,wetland,1260000,3600000,0.35,1,Other,0.00195653997035573,0.0001302217610344004,0.001826318209321331,0.06655716878133797,RESIDUAL,0.01448392403996047,-0.01252738406960474,0.5362170532878207,NATURAL,0.8736842,0.9593909,0.08570670000000002,0.934112548828125,0.0005210301814935118,-0.0003631578551398383,-0.8154364691840025,-0.4533778599330439
163726,310,3,10,shrubland,water and ice,4770000,7740000,0.6162790697674418,1,Other,0.005604351847826087,-0.004162756190648154,0.00976710803847424,0.2988368100491109,RESIDUAL,0.01193119797940885,-0.006326846131582767,0.6534762380284802,NATURAL,0.8518519,1.0,0.1481481,-3.04452681107955,0.008132096492882934,-0.001160055699974601,-3.173971465139681,-0.4595151959043573
163727,310,3,10,shrubland,water and ice,2700000,3780000,0.7142857142857143,1,Other,0.01342770050395257,-0.008550738695139103,0.02197843919909167,0.2800841452319281,RESIDUAL,0.02635121008673338,-0.01292350958278081,0.6709458478245413,NATURAL,0.56852794,0.9670051,0.39847716,-2.637096963054553,0.005550291212342595,-0.001426667618236965,-1.507742243705039,-0.568014578721637
163728,310,3,10,shrubland,water and ice,900000,2340000,0.3846153846153846,1,Other,0.005831260464426879,-0.004905559548151328,0.01073682001257821,0.3136069885726862,RESIDUAL,0.01534846259428577,-0.009517202129858892,0.6172552700504463,NATURAL,0.8172839,0.982716,0.16543210000000008,-2.365653570893283,0.004996978979316613,-0.001442328116876615,-1.798944232771676,-0.5149980976757084
163882,601,6,1,sparse vegetation,cropland,90000,90000,1.0,1,Ag_expansion,0.006658673675889328,-0.003372605724938959,0.01003127940082829,0.2516140427416494,RESIDUAL,0.01436723602702272,-0.007708562351133391,0.6508138813787602,NATURAL,0.8274112,0.99492383,0.16751262999999994,-2.537258976063816,0.00433521093856555,-0.0010347400151246,-1.734293619791671,-0.6695609952407632
163883,310,3,10,shrubland,water and ice,2880000,3420000,0.8421052631578947,1,Other,0.01563504003952569,-0.005391241374062124,0.02102628141358781,0.204078233125723,RESIDUAL,0.02499386884003814,-0.00935882880051245,0.7275664083665702,NATURAL,0.5960591,0.99753696,0.4014778600000001,-2.182349507145318,0.001156431255918564,-0.0007880119362262845,-1.177535296143255,-0.7978663589015185
163884,103,1,3,cropland,shrubland,3870000,3870000,1.0,1,Other,0.001248971778656125,-7.343048566508033e-05,0.001322402264321205,0.05260693708884665,RESIDUAL,0.0003396305978813311,0.0009093411807747933,0.2719281601756997,RESIDUAL,0.97715735,1.0,0.022842649999999964,-2.509661690848216,0.005632618495396258,-0.00076675505865188,-1.637830528846153,-0.7299014136905081
164010,401,4,1,grassland,cropland,90000,90000,1.0,1,Ag_expansion,0.005329447312252967,-0.001301615840713853,0.006631063152966818,0.1640827571304406,RESIDUAL,0.005550718297149341,-0.0002212709848963758,0.9616646923471152,NATURAL,0.8680203,1.0,0.13197970000000003,-3.972980339972533,0.007308088030134015,-0.0007411911374046268,-2.03137486049107,-0.1368373325892852
164011,301,3,1,shrubland,cropland,630000,810000,0.7777777777777778,1,Ag_expansion,0.008276600958498024,-0.001048665632156073,0.0093252665906541,0.1010866091693051,RESIDUAL,0.005308324124378637,0.002968276834119386,0.6413652356802705,NATURAL,0.7985258,1.0,0.20147420000000005,-3.272213737468666,0.006923991038387006,-0.0009068145543357271,-1.29577948778196,-0.2169045661027743
164012,310,3,10,shrubland,water and ice,4680000,7560000,0.6190476190476191,1,Other,0.009236873695652173,-0.002598235949129008,0.01183510964478118,0.1800161945976872,RESIDUAL,0.01447804929570758,-0.005241175600055404,0.7342098572453747,NATURAL,0.7258883,1.0,0.27411169999999996,-2.261699433379114,0.0006621727576622357,-0.0006108874366396871,-0.9477225167410737,-0.8116998752626062
164013,103,1,3,cropland,shrubland,990000,1800000,0.55,1,Other,0.01097855204545455,-0.00423663068737204,0.01521518273282659,0.2178013224706727,RESIDUAL,0.02189866808756854,-0.01092011604211399,0.6672601885870162,NATURAL,0.73039216,0.98284316,0.2524510000000001,-2.274934430803569,0.004911160159420644,-0.0004492503254353477,-1.287323288690478,-0.7787783668154731
164122,401,4,1,grassland,cropland,1260000,2790000,0.4516129032258064,1,Ag_expansion,0.002451593241106719,-0.0001647355501145338,0.002616328791221253,0.059234713726691,RESIDUAL,0.001136065959057172,0.001315527282049546,0.4633990418999197,RESIDUAL,0.9341772,1.0,0.06582279999999996,-4.023188900802434,0.00630759430541506,-0.0006713279104673854,-1.414922437050362,0.01421050659471253
164123,310,3,10,shrubland,water and ice,3780000,6120000,0.6176470588235294,1,Other,0.01055238502964427,-0.001572882171998048,0.01212526720164232,0.1148244284023343,RESIDUAL,0.01034650648396684,0.0002058785456774245,0.9804898565491061,NATURAL,0.75061727,1.0,0.24938273,-2.695346388808559,0.005230368707413069,-0.000726253346990526,-0.7382602712137489,-0.3256562630534666
164125,601,6,1,sparse vegetation,cropland,180000,180000,1.0,1,Ag_expansion,0.003671985928853756,-0.0005388746411088911,0.004210860569962647,0.113453617341191,RESIDUAL,0.002350373112391096,0.00132161281646266,0.6400822764385664,NATURAL,0.908642,1.0,0.09135800000000005,-2.606405855429292,0.003251104643850755,-0.001179738478227094,-2.381121482683978,-0.7269472064393909
164182,108,1,8,cropland,urban,450000,720000,0.625,1,Urban_expansion,0.0004297452569169969,0.0001387547310271544,0.0002909905258898426,0.3228767014732967,RESIDUAL,0.002872547892712969,-0.002442802635795971,0.5404249216126062,NATURAL,0.97783935,0.99168974,0.01385038999999999,4.424780068277308,-0.000613934386010262,0.0006321651483672881,0.04152259862278351,-0.3780484068627402
164224,310,3,10,shrubland,water and ice,3780000,6660000,0.5675675675675675,1,Other,0.004382302223320159,-0.0002361330998145361,0.004618435323134693,0.0486414196364507,RESIDUAL,0.001743908412438184,0.002638393810881975,0.3979434378482798,RESIDUAL,0.8869779,1.0,0.11302210000000001,-3.759006780979436,0.0136348608768347,-0.000565431334755634,-1.072902649023125,0.4098344282670467
164225,310,3,10,shrubland,water and ice,4050000,4770000,0.8490566037735849,1,Other,0.01086956504940711,-0.0004479749535376548,0.01131754000294477,0.03807525256604556,RESIDUAL,0.0035391938665121,0.007330371182895015,0.3256058407512035,RESIDUAL,0.76081425,1.0,0.23918574999999997,-3.579838740361202,0.01135884693690713,-0.0006653302056448818,-0.6366462053571439,0.3433140345982295
164226,610,6,10,sparse vegetation,water and ice,1170000,2790000,0.4193548387096774,1,Other,0.009347291788537547,-0.0005195560589020745,0.009866847847439623,0.05002270887856052,RESIDUAL,0.003229939322838965,0.006117352465698583,0.3455481433456259,RESIDUAL,0.8108108,1.0,0.18918919999999995,-2.604489721433083,0.008358704923379257,-0.0006585801136472412,-1.737844187062929,-0.3278859213018309
164283,102,1,2,cropland,forest,1710000,4950000,0.3454545454545454,1,Other,0.0006034265316205552,0.0007952881916004176,-0.0001918616599798623,0.8056407953942146,NATURAL,0.008370651324934378,-0.007767224793313821,0.5186959711178543,NATURAL,0.9626667,0.9813333,0.018666599999999978,8.428166429924238,-0.0009162825767440023,0.0008380575613542059,0.7916035353535336,-0.4264204545454523
164284,308,3,8,shrubland,urban,270000,540000,0.5,2,Urban_expansion,0.003684501472332016,0.002166545323436849,0.001517956148895168,0.588015865838584,NATURAL,0.02768859540229443,-0.02400409392996241,0.5356385160061004,NATURAL,0.8,0.872,0.07199999999999995,4.345695153061221,-0.000553926740373889,0.0005486551920572939,0.0303723620129817,-0.3668470982142765
164321,108,1,8,cropland,urban,7830000,9090000,0.8613861386138614,1,Urban_expansion,0.0006871854743083,-1.295453189952204e-05,0.0007001400062078222,0.01816664019599033,RESIDUAL,0.0001480720143538513,0.0005391134599544487,0.2154760539763971,RESIDUAL,0.9923858,1.0,0.007614200000000015,-3.367420014880943,-0.003179517143216499,-0.0002970069345801703,-2.865043366907708,-1.954052500747611
164322,310,3,10,shrubland,water and ice,5130000,9360000,0.5480769230769231,1,Other,0.00165988395256917,-2.748772686196791e-05,0.001687371679431138,0.01602914312455868,RESIDUAL,0.0002613806745983941,0.001398503277970775,0.1574692460842392,RESIDUAL,0.96059114,1.0,0.03940885999999999,-3.071019077595058,-0.0004280016072160501,-0.0002606524759994912,-2.89496483170607,-1.535468187949641
164323,310,3,10,shrubland,water and ice,1800000,4320000,0.4166666666666667,1,Other,0.001452117855731226,-6.081001549998828e-06,0.001458198857281225,0.004152895714110713,RESIDUAL,3.423504243801912e-05,0.001417882813293207,0.0235759393102289,RESIDUAL,0.96954316,1.0,0.03045684000000004,-3.082682579610789,0.005907893360109262,-0.0005398836350978764,-2.963165637816138,-0.8486456620065752
164326,901,9,1,bare areas,cropland,1800000,5130000,0.3508771929824561,1,Ag_expansion,0.002702217134387352,-9.088463193966541e-05,0.002793101766327017,0.03151354388990475,RESIDUAL,0.0006505943634339364,0.002051622770953416,0.2407631700483017,RESIDUAL,0.94348896,1.0,0.05651103999999996,-2.96644176136365,0.002161683458270433,-0.001044403422962538,-2.518652713660039,-0.4728726473721494
164383,108,1,8,cropland,urban,270000,540000,0.5,1,Urban_expansion,0.002393808873517788,0.002820619709823955,-0.0004268108363061669,0.8685696798612718,NATURAL,0.02221422618710951,-0.01982041731359172,0.5284742378447655,NATURAL,0.8812785,0.9409091,0.05963060000000009,7.607536368534488,-0.000797337499158135,0.0007751508690845103,0.6527209051724071,-0.4759361530172403
164479,102,1,2,cropland,forest,450000,1980000,0.2272727272727272,3,Other,0.0009584423913043466,0.001863798519543403,-0.000905356128239056,0.6730568554688464,NATURAL,0.01680514633997892,-0.01584670394867458,0.5146766934007014,NATURAL,0.9138889,0.95,0.03611109999999995,7.425625840053764,-0.001552631009009575,0.001087893721877887,0.1892221102150529,-0.4229957080889541
164480,102,1,2,cropland,forest,0,0,,65,No_transition,0.00398606486166008,0.006356647606073402,-0.002370582744413323,0.7283694082532022,NATURAL,0.03928182549307686,-0.03529576063141678,0.5267242818439181,NATURAL,0.5423729,0.6779661,0.13559319999999997,6.834931640624996,-0.001066637039184581,0.0009455998738606789,0.369157858455875,-0.4839925130208351
164746,102,1,2,cropland,forest,1530000,2610000,0.5862068965517241,1,Other,0.002753918152173912,0.0028142141124241,-6.029596025018806e-05,0.9790239175630747,NATURAL,0.02224970225724518,-0.01949578410507126,0.5329846217178089,NATURAL,0.86702126,0.94148934,0.07446807999999994,4.630899599542329,-0.003287688545558764,0.001907511976239552,0.4896815723572057,-0.496587928366542
164997,102,1,2,cropland,forest,1260000,1530000,0.8235294117647058,1,Other,0.0006650958003952579,,,,RESIDUAL,,,,RESIDUAL,0.9807692,1.0,0.019230799999999992,,,,,
165227,102,1,2,cropland,forest,0,0,,65,No_transition,0.01031368386363637,,,,RESIDUAL,,,,RESIDUAL,0.7,0.9285714,0.2285714000000001,,,,,
165286,302,3,2,shrubland,forest,2250000,4050000,0.5555555555555556,1,Other,0.00134497162055336,-6.647511275928541e-06,0.001351619131829288,0.004894113618759905,RESIDUAL,0.0002026200034938323,0.001142351617059527,0.1506500214558198,RESIDUAL,0.9747475,1.0,0.02525250000000001,4.412921063311695,-0.006836732228597001,0.002378839434999411,1.712023185961176,-0.2613991477272805
165291,302,3,2,shrubland,forest,9720000,14310000,0.6792452830188679,1,Other,0.0003845479051383407,1.285736395963281e-06,0.0003832621687423774,0.003343501235563197,RESIDUAL,3.111580994112832e-05,0.0003534320951972124,0.08091530216484846,RESIDUAL,1.0,1.0,0.0,4.623678188131312,-0.00496161104452734,0.00151452455414159,1.782974948913479,-0.3819677599862272
165357,302,3,2,shrubland,forest,1890000,3690000,0.5121951219512195,1,Other,0.0005549170652173908,3.10284906469525e-06,0.0005518142161526954,0.005591554592900649,RESIDUAL,0.0001071823860928948,0.0004477346791244959,0.1931502792239878,RESIDUAL,0.99753696,1.0,0.002463039999999972,4.79443139097744,-0.007828590565158009,0.002338961192539762,1.930419921875,-0.2855189732142842
165358,301,3,1,shrubland,cropland,1440000,2700000,0.5333333333333333,1,Ag_expansion,0.00232238516798419,2.370194099727432e-05,0.002298683226986915,0.01020586133774158,RESIDUAL,0.0003657190131416565,0.001956666154842533,0.1574756066234687,RESIDUAL,0.97969544,1.0,0.020304560000000027,5.173123446377843,-0.00856867318201547,0.002386934829480717,1.240337171052632,-0.2952785461523095
165360,301,3,1,shrubland,cropland,5130000,6480000,0.7916666666666666,1,Ag_expansion,0.001291607549407114,0.001027336274266861,0.0002642712751402531,0.7953935192918612,NATURAL,0.01032576541556619,-0.009034157866159074,0.5333577651783961,NATURAL,0.94162434,0.99492383,0.053299490000000005,4.942237963516749,-0.005583291101937338,0.001012715426358315,0.8657929391571955,-0.233998513783667
165368,901,9,1,bare areas,cropland,1350000,2430000,0.5555555555555556,1,Ag_expansion,0.001794439130434785,0.000787053092133051,0.001007386038301734,0.438606737216186,RESIDUAL,0.009660497757042745,-0.007866058626607962,0.5511920051821672,NATURAL,0.9479167,0.9930556,0.04513890000000009,4.8789799528302,-0.001673466904358293,0.002221060698887086,0.4986042526533012,-0.2197016877948101
166070,402,4,2,grassland,forest,2250000,4050000,0.5555555555555556,1,Other,0.0006830207707509875,1.760227135758788e-05,0.0006654184993933995,0.02577120947322586,RESIDUAL,0.0004342501386242548,0.0002487706321267327,0.6357788184783794,NATURAL,0.9858357,1.0,0.014164300000000019,4.311685026978409,-0.0007952500304443944,0.001015534313272038,0.9490521422148065,-0.1323347571942577
166072,108,1,8,cropland,urban,1980000,2880000,0.6875,1,Urban_expansion,0.0005731054545454533,-1.43420085018789e-05,0.0005874474630473322,0.02383226889124147,RESIDUAL,0.00684286928377363,-0.006269763829228179,0.5218531796629462,NATURAL,0.9788136,0.9829787,0.004165100000000033,-1.772780257936506,0.003789615799300045,-0.0005718655056423605,0.4351700816544534,0.5378430886243327
166308,103,1,3,cropland,shrubland,3960000,4950000,0.8,1,Other,0.00104851044466403,-0.0003698944460971241,0.001418404890761154,0.2068414601925438,RESIDUAL,0.002290705433932885,-0.001242194989268855,0.6483923008101375,NATURAL,0.9614148,0.9871383,0.02572350000000001,0.5982877114661697,0.002526753908627989,-0.0003825369335356451,-0.1221487862723194,0.1187206449962825
166309,108,1,8,cropland,urban,90000,180000,0.5,2,Urban_expansion,0.002019246660079051,-0.00031520061546449,0.002334447275543542,0.1189594347740201,RESIDUAL,0.003863600884270565,-0.001844354224191513,0.6768800403743109,NATURAL,0.90217394,0.9673913,0.06521736,1.524795386904762,0.00240697507505061,-0.0003881195445119556,-0.1858333333333292,0.3825323547979709
166337,108,1,8,cropland,urban,5850000,9810000,0.5963302752293578,1,Urban_expansion,0.0005495554940711477,-3.423005283376925e-05,0.0005837855469049167,0.05538703691014055,RESIDUAL,0.0002245824165189084,0.0003249730775522391,0.4086619439561697,RESIDUAL,0.9786096,1.0,0.02139040000000003,0.01000771402310972,0.001173019409179688,-0.0002498626708984375,-0.05647786458333334,0.1002699908088213
166339,108,1,8,cropland,urban,270000,630000,0.4285714285714285,1,Urban_expansion,0.0003439087944664034,-0.0007179143754766689,0.001061823169943072,0.4033821600967309,RESIDUAL,0.003836967047621963,-0.003493058253155561,0.523458909100213,NATURAL,0.9836956,0.9945652,0.010869600000000035,-0.1972757711038834,0.002993080832741524,-0.0007092983691723247,-0.01772372159090878,0.3415293560606055
166340,102,1,2,cropland,forest,0,0,,65,No_transition,0.002997365296442687,-7.443911756604137e-05,0.003071804414008728,0.02365968076501149,RESIDUAL,0.0003706081095368631,0.002626757186905824,0.1236446254904952,RESIDUAL,0.96666664,1.0,0.03333335999999998,-0.3481279230442332,0.003061022077287978,-0.0007854108096790999,-0.1055315290178612,0.3420433407738149
166363,108,1,8,cropland,urban,540000,900000,0.6,1,Urban_expansion,0.0009175600592885367,-0.0001000912768775863,0.001017651336166123,0.08954769703646633,RESIDUAL,0.001208767832221898,-0.0002912077729333608,0.8058583273404512,NATURAL,0.97959185,1.0,0.02040814999999996,2.230861118861607,0.002037644386291504,0.000114515423774747,0.3655780993009868,0.2967862215909091
166364,108,1,8,cropland,urban,180000,630000,0.2857142857142857,2,Urban_expansion,0.008533955671936759,,,,RESIDUAL,,,,RESIDUAL,0.8636364,1.0,0.13636360000000003,,,,,
166376,108,1,8,cropland,urban,180000,450000,0.4,2,Urban_expansion,0.001548709367588934,-0.001122986463823511,0.002671695831412445,0.2959368865302287,RESIDUAL,0.01439476972526778,-0.01284606035767885,0.5284262513820837,NATURAL,0.9236641,0.9710145,0.047350400000000015,1.970003995028414,0.002032193270596591,-0.0001933973942076739,0.1810272469008241,0.05877764813311209
166396,102,1,2,cropland,forest,0,0,,65,No_transition,0.01237518177865612,,,,RESIDUAL,,,,RESIDUAL,0.68421054,1.0,0.31578945999999997,,,,,
166397,102,1,2,cropland,forest,0,0,,65,No_transition,0.0079182585770751,0.0006415959794878336,0.007276662597587264,0.08102740940354981,RESIDUAL,0.02709916497200724,-0.01918090639493214,0.5855471733642525,NATURAL,0.60952383,0.90654206,0.29701823000000005,-1.431489701704547,0.0004899351283757367,0.0002703124826604758,-0.6465141989968064,-0.9882072679924363
166399,102,1,2,cropland,forest,0,0,,65,No_transition,0.01106245569169961,0.001083814029833386,0.009978641661866218,0.0979722821079044,RESIDUAL,0.03947007801025897,-0.02840762231855937,0.5814881443987495,NATURAL,0.23809524,0.5,0.26190475999999996,-1.319365658967396,0.0004660661669745013,0.0002724680256788999,-0.8147368942481824,-0.975402513586937
166400,102,1,2,cropland,forest,0,0,,65,No_transition,0.01189299895256917,,,,RESIDUAL,,,,RESIDUAL,0.5,0.42857143,-0.07142857000000002,,,,,
166401,102,1,2,cropland,forest,0,0,,65,No_transition,0.008956845691699607,0.001062886173629027,0.007893959518070578,0.1186674651115195,RESIDUAL,0.04049371381267614,-0.03153686812097653,0.5621739089929174,NATURAL,0.33333334,0.5146199,0.18128656000000004,-1.355541992187497,0.0003274295065137995,0.0003367749127474728,-0.6196419852120536,-0.568284970238095
166402,102,1,2,cropland,forest,0,0,,65,No_transition,0.01013306143280632,0.0008475591211851835,0.009285502311621145,0.0836429470802541,RESIDUAL,0.03414234785712996,-0.02400928642432364,0.5871261965206546,NATURAL,0.5217391,0.7826087,0.26086960000000003,-1.331001900337839,0.0002873022123653447,0.0003228112949246596,-0.594840257926196,-0.5643997094192424
166403,102,1,2,cropland,forest,0,0,,65,No_transition,0.009067772549407114,0.001707186702844653,0.007360585846562461,0.1882696873507569,RESIDUAL,0.04027751702028844,-0.03120974447088132,0.5634222962263506,NATURAL,0.34210527,0.525,0.18289473,0.09785561204146413,0.0003940186115226399,0.0004547056087777602,-0.5856867399322215,-0.7060176964962134
166404,102,1,2,cropland,forest,0,0,,65,No_transition,0.004920001245059289,0.001033502613914822,0.003886498631144468,0.2100614537349304,RESIDUAL,0.03520007993961192,-0.03028007869455263,0.5375686417663339,NATURAL,0.18120806,0.26174498,0.08053692000000001,-0.9943294406185103,0.0004070751204244625,0.0002711528056376644,-0.2058938123391285,-0.30377197265625
166405,102,1,2,cropland,forest,0,0,,65,No_transition,0.007189587213438736,0.0005052815629276575,0.00668430565051108,0.0702796346893446,RESIDUAL,0.02543187243749592,-0.01824228522405718,0.5823093975750312,NATURAL,0.75,0.88793105,0.13793105000000006,-1.26890285326084,0.0002284727234771281,0.0003870010375976527,-0.5118999094202903,-0.4684899371603244
166406,102,1,2,cropland,forest,0,0,,65,No_transition,0.00419689026778656,0.0006807716044098877,0.003516118663376673,0.1622085784885023,RESIDUAL,0.02723827796525254,-0.02304138769746598,0.5417354631586033,NATURAL,0.082417585,0.1978022,0.11538461500000001,-0.8183649001060839,0.0004215665382914016,0.0003718952141185741,0.084894866439767,-0.6695963541666721
166407,102,1,2,cropland,forest,0,0,,65,No_transition,0.005398584387351778,0.0007627263848336227,0.004635858002518155,0.1412826641407324,RESIDUAL,0.0344440607902607,-0.02904547640290892,0.5425155437101892,NATURAL,0.18272425,0.27152318,0.08879892999999997,-1.456768644957975,0.0003612997697636403,0.0003849959173122332,-0.1425617121848742,-0.3489354237788866
